"Tahun_Bekerja","Gaji"
"1","117834.91"
"1","168840.23"
"10","24234.11"
"5","156618.38"
"5","42334.38"
"1","110784.42"
"5","173683"
"9","27046.46"
"3","104991.28"
"7","8996.97"
"7","14781.12"
"3","108139.23"
"1","199661.5"
"9","124341.49"
"3","33642.21"
"1","131300.68"
"9","84174.81"
"3","160941.78"
"3","143954.99"
"3","56297.85"
"5","8404.73"
"3","30020.09"
"9","58137.42"
"5","187288.5"
"5","17603.81"
"7","147802.94"
"1","41610.62"
"3","44255.65"
"5","78416.14"
"5","137254.55"
"9","89801.9"
"5","124118.71"
"7","38867.46"
"5","31106.67"
"1","67611.36"
"1","77837.63"
"1","76569.64"
"1","120657.32"
"5","95611.47"
"7","19799.26"
"1","71709.12"
"5","20451.99"
"3","147794.63"
"1","92816.86"
"3","172114.67"
"3","16649.31"
"9","144517.19"
"5","24210.56"
"10","172175.9"
"5","47578.45"
"1","66088.83"
"3","117140.41"
"10","79510.37"
"9","77108.66"
"7","9679.28"
"5","81753.92"
"1","131372.38"
"10","187925.75"
"3","98820.39"
"9","64166.7"
"7","176924.21"
"7","37147.61"
"7","149853.89"
"5","70899.27"
"5","54227.06"
"9","73294.48"
"7","3937.37"
"5","14279.44"
"9","141300.53"
"9","72008.61"
"5","60887.58"
"5","194764.83"
"5","88705.14"
"1","31520.4"
"9","157552.08"
"1","24506.95"
"3","123880.19"
"7","117036.38"
"7","120415.61"
"9","16064.25"
"1","68759.57"
"7","190696.35"
"5","67468.67"
"1","104435.94"
"3","142917.54"
"1","108543.21"
"1","180345.44"
"9","109563.28"
"3","92568.07"
"9","103315.74"
"7","173952.5"
"7","46163.44"
"9","140676.98"
"9","14679.81"
"5","181964.6"
"10","136886.86"
"10","180439.75"
"7","190419.81"
"3","58685.59"
"5","146041.45"
"9","164825.04"
"5","122662.98"
"9","110932.24"
"5","179843.33"
"1","10643.38"
"10","10553.31"
"5","157003.99"
"1","138527.56"
"3","167032.49"
"3","147012.22"
"5","80553.87"
"3","30730.95"
"1","178252.63"
"5","28266.9"
"3","92381.01"
"7","135180.11"
"5","125305.34"
"1","149648.45"
"1","45041.32"
"1","113316.77"
"5","93953.84"
"7","174227.66"
"9","135399.21"
"1","195635.3"
"7","116704.25"
"10","131501.72"
"1","24302.95"
"1","110510.28"
"7","9217.55"
"7","7797.01"
"5","4400.32"
"9","182025.95"
"1","122763.95"
"3","63163.99"
"9","73418.29"
"7","142548.33"
"7","157878.67"
"3","134589.58"
"9","74077.91"
"3","77294.56"
"5","156124.93"
"1","71865.31"
"7","84294.82"
"7","149139.13"
"5","185489.11"
"9","92027.69"
"1","115789.25"
"10","125777.28"
"7","18461.9"
"1","93302.29"
"10","193793.78"
"3","57236.44"
"3","81483.64"
"9","26752.56"
"5","9200.54"
"1","22447.85"
"5","189122.89"
"1","16161.82"
"9","68600.36"
"1","447.73"
"3","15650.73"
"5","149599.62"
"7","115676.38"
"9","34338.21"
"1","135482.26"
"9","10656.89"
"3","116467.35"
"5","171096.2"
"10","157862.82"
"1","127951.81"
"5","128373.88"
"5","5684.17"
"3","21228.34"
"9","189271.9"
"1","132173.31"
"7","39768.59"
"5","78004.5"
"9","26057.08"
"3","79972.09"
"9","107125.79"
"10","47679.14"
"3","134509.47"
"5","153265.31"
"7","179883.04"
"5","138882.98"
"7","130590.35"
"7","777.37"
"1","11723.57"
"9","91565.25"
"1","79616.37"
"7","104533.51"
"3","140765.57"
"5","66214.13"
"3","140139.28"
"7","102297.15"
"9","145765.83"
"9","83912.24"
"3","78439.73"
"7","6776.92"
"1","91561.91"
"10","116111.51"
"1","184023.54"
"3","67124.48"
"7","50070.59"
"5","53793.1"
"7","36721.4"
"10","127847.25"
"3","138231.7"
"3","199505.53"
"5","169583.18"
"7","49063.42"
"7","63337.19"
"5","60083.11"
"1","48606.71"
"1","69263.1"
"3","88698.83"
"9","81853.98"
"10","154642.91"
"1","145679.6"
"3","30781.77"
"1","196474.35"
"3","176276.1"
"1","180969.55"
"1","138176.78"
"3","86733.61"
"3","7418.92"
"5","166376.54"
"7","140881.2"
"1","4460.2"
"1","16500.66"
"5","131660.31"
"3","52449.62"
"3","176318.27"
"7","30379.6"
"3","161326.73"
"3","45348.08"
"1","180251.68"
"7","126555.74"
"9","78566.64"
"5","166038.27"
"10","24998.75"
"7","31904.31"
"5","173179.79"
"7","36278.89"
"3","20207.02"
"10","112340.2"
"7","2035.94"
"5","90284.47"
"5","196466.83"
"10","13892.57"
"3","40546.15"
"7","133172.48"
"3","73406.04"
"7","6203.66"
"9","50679.48"
"7","150580.88"
"7","151645.96"
"3","55072.32"
"1","149471.13"
"7","46522.68"
"1","30722.52"
"3","70810.6"
"5","85646.41"
"1","191734.67"
"7","101839.77"
"1","93982.02"
"1","197000.92"
"7","106837.06"
"1","115161.28"
"3","96404.38"
"7","49108.23"
"1","195651.66"
"9","111698"
"5","105125.65"
"9","172668.39"
"1","753.37"
"5","98686.4"
"5","107047.92"
"9","152153.74"
"9","34338.04"
"3","54776.64"
"5","134594.99"
"3","41724.72"
"7","143619.52"
"3","12128.69"
"3","49872.33"
"1","139735.54"
"9","60891.8"
"10","100862.54"
"9","87347.82"
"5","77370.37"
"5","196257.68"
"1","81723.8"
"10","31299.71"
"3","87000.39"
"3","44912.7"
"5","179978.68"
"5","145759.7"
"9","14121.61"
"1","66232.23"
"1","172782.69"
"7","178341.33"
"5","146992.24"
"1","151314.98"
"7","92915.84"
"3","58974"
"3","174627.06"
"9","79579.94"
"5","153537.55"
"1","132975.39"
"3","85208.93"
"7","186105.99"
"9","176678.72"
"7","28667.56"
"5","151169.83"
"7","34453.17"
"10","64872.33"
"5","10956.82"
"7","155227"
"7","38409.79"
"5","75279.39"
"5","41139.05"
"3","58019.95"
"5","164128.41"
"5","46998.13"
"7","177279.41"
"1","61094.53"
"1","30117.44"
"7","184317.74"
"3","158553.1"
"9","139431"
"7","130827.88"
"5","172665.21"
"3","170142.09"
"7","73977.23"
"9","60906.12"
"1","194867.27"
"10","20063.63"
"7","99792.82"
"3","192449.02"
"5","155165.61"
"10","121504.18"
"1","31272.14"
"3","62825.03"
"9","184056.45"
"3","48924.73"
"3","191111.02"
"1","54184.06"
"5","64381.33"
"1","116766.79"
"7","32916.29"
"9","50972.6"
"3","65996.9"
"7","15216.53"
"7","131852.01"
"5","181945.52"
"9","77119.45"
"5","95611.74"
"7","80428.42"
"7","163714.92"
"7","173454.07"
"7","67552.71"
"5","34765.33"
"5","120219.14"
"9","90212.38"
"7","164975.82"
"10","1285.81"
"9","83679.46"
"7","74275.08"
"3","199336.63"
"5","91711.66"
"10","79240.9"
"1","162511.55"
"3","21360.88"
"9","53931.05"
"10","146359.81"
"3","28370.95"
"10","192928.82"
"7","152235.3"
"3","80061.31"
"5","7631.27"
"3","121883.87"
"5","100722.72"
"7","177624.01"
"7","54560.79"
"3","63218.85"
"3","41626.78"
"3","24765.53"
"7","17294.12"
"3","126702.41"
"1","167973.63"
"9","125870.79"
"5","91972.49"
"10","155593.74"
"5","67788.49"
"7","62615.35"
"7","166526.26"
"3","188227.8"
"5","165614.4"
"7","2755.53"
"3","83594.51"
"3","103706.41"
"9","5924.38"
"5","58203.67"
"7","49361.84"
"7","73585.18"
"3","198926.36"
"9","56099.86"
"3","62083"
"10","185387.14"
"3","120380.12"
"7","13589.93"
"7","77830.36"
"7","176843.53"
"9","133146.03"
"3","185667.72"
"10","43595.9"
"3","122810.53"
"5","3440.47"
"3","35989.41"
"10","17163.75"
"7","76209.56"
"9","96429.29"
"9","173870.39"
"7","117273.35"
"3","78133.48"
"5","103402.88"
"9","137835.82"
"9","30807.02"
"5","143835.76"
"7","130883.9"
"10","47310.24"
"5","141148.21"
"7","111138.25"
"9","18082.06"
"5","34121.81"
"5","56246.69"
"9","191417.42"
"1","23317.88"
"9","161479.19"
"5","133501.94"
"3","115985.38"
"1","142377.69"
"9","135635.25"
"1","58976.85"
"9","76254.83"
"9","55857.48"
"7","77867.23"
"10","22878.16"
"10","113597.64"
"7","121408.55"
"5","50230.31"
"3","82152.83"
"10","216.27"
"3","1713.1"
"7","136910.18"
"7","20243.97"
"10","95941.55"
"10","125222.36"
"1","236.45"
"5","31517.16"
"3","156593.09"
"7","4272"
"3","175843.68"
"1","166164.3"
"1","61796.64"
"1","19225.85"
"5","154460.68"
"5","173365.9"
"5","12757.14"
"1","68594"
"1","197996.65"
"10","122953"
"7","194690.77"
"9","166677.35"
"3","160131.58"
"7","113483.96"
"9","24472.23"
"7","177025.79"
"1","63606.22"
"7","14490.79"
"5","105080.53"
"5","83499.89"
"10","13007.89"
"3","6101.41"
"10","98894.64"
"7","163427.18"
"3","111402.97"
"5","92873.5"
"1","16607.15"
"5","3064.65"
"1","56636.28"
"3","69372.88"
"9","118982.51"
"1","165227.23"
"5","75927.35"
"7","36202.74"
"1","133992.36"
"7","122398.84"
"1","64804.04"
"7","135459.02"
"10","94815.04"
"1","178512.52"
"10","72861.94"
"5","32635.54"
"1","46176.22"
"9","179634.69"
"1","44731.8"
"1","124532.9"
"5","160968.44"
"3","27341.63"
"10","91633.53"
"9","60706.33"
"7","196853.11"
"7","70618"
"1","55034.02"
"3","128449.33"
"7","126726.33"
"7","147554.26"
"7","149399.7"
"5","93536.38"
"3","154271.41"
"7","122022.89"
"7","171344.09"
"5","40920.59"
"1","29483.87"
"1","17128.64"
"9","74641.9"
"9","117232.9"
"3","116137.01"
"3","105533.96"
"9","81514.06"
"10","127014.32"
"1","90905.26"
"5","8651.92"
"10","69361.95"
"3","86935.08"
"5","116957.6"
"9","157884.83"
"5","77981.54"
"1","191973.49"
"3","142940.39"
"7","48869.67"
"5","73131.73"
"7","120037.36"
"9","80963.92"
"5","92708.1"
"3","65010.74"
"7","185210.63"
"3","4035.46"
"5","177805.44"
"7","68831.72"
"9","179485.96"
"5","17699.48"
"1","118490.8"
"9","58170.24"
"9","101139.3"
"7","10511.13"
"7","193383.13"
"1","143538.51"
"5","77677.14"
"10","92180.62"
"7","28690.9"
"3","85891.02"
"1","179269.79"
"7","90558.24"
"10","162022.47"
"1","92223.59"
"3","59679.9"
"5","159808.95"
"7","129001.3"
"5","147758.51"
"1","160607.06"
"3","54478.52"
"7","84077.6"
"9","73551.44"
"7","115842.1"
"7","51113.14"
"9","194700.81"
"5","158974.45"
"1","198182.73"
"5","41052.82"
"5","102180.27"
"1","95719.73"
"9","57121.51"
"9","194808.51"
"9","124045.65"
"3","17987.4"
"1","25101.17"
"3","33330.89"
"7","2401.26"
"5","178361.04"
"5","80607.33"
"5","89893.6"
"5","123218.81"
"7","31288.77"
"5","148804.36"
"7","51117.06"
"3","164537.17"
"9","47722.79"
"7","65057.71"
"7","46374.64"
"1","138192.98"
"7","186910.74"
"1","130260.11"
"9","15034.93"
"9","101069.71"
"7","153012.13"
"7","86173.92"
"10","37042.8"
"5","121085.72"
"7","194113.99"
"1","118711.75"
"5","582.53"
"9","192381.21"
"5","136507.69"
"1","60728.89"
"7","189175.71"
"1","102547.56"
"3","44756.25"
"7","132870.15"
"1","16287.38"
"1","88669.89"
"1","24761.36"
"7","138526.96"
"5","105295.77"
"5","68255.88"
"1","152956.33"
"3","87308.18"
"1","37543.93"
"3","16445.79"
"7","194913.86"
"1","146371.72"
"1","156603.7"
"5","182566.76"
"9","60194.05"
"10","143030.09"
"3","62700.08"
"7","99017.34"
"1","123454.62"
"5","10921.5"
"7","53817.23"
"7","81617.4"
"5","143882.25"
"7","113177.95"
"9","30529.88"
"9","46127.7"
"3","75585.48"
"3","63085.94"
"5","74415.2"
"9","7267.25"
"1","186826.22"
"9","44381.06"
"7","136365"
"9","99294.22"
"5","127543.81"
"7","52526.65"
"5","45424.13"
"7","133167.11"
"9","186238.85"
"5","158668.87"
"3","9249.36"
"1","44688.08"
"9","188670.9"
"7","107067.37"
"5","169117.74"
"10","105227.86"
"9","33823.5"
"1","164137.36"
"9","65257.57"
"9","65500.53"
"7","113051.57"
"7","105969.05"
"9","122996.76"
"3","68087.15"
"7","158437.73"
"10","33741.84"
"1","20652.69"
"5","112781.5"
"5","119996.95"
"9","6981.43"
"9","185211.28"
"7","78436.36"
"9","139048"
"9","136329.96"
"7","160450.21"
"7","41183.02"
"7","163691.48"
"9","115147.33"
"1","180363.56"
"3","125979.36"
"7","111421.77"
"7","115818.51"
"3","179360.76"
"5","192744.23"
"5","54871.02"
"10","98820.09"
"1","182336.45"
"9","118825.56"
"3","43486.73"
"3","46175.7"
"9","5967.09"
"7","192841.13"
"1","33310.72"
"3","72876.43"
"3","50911.41"
"7","142400.27"
"7","48778.46"
"5","156361.58"
"9","133807.77"
"3","173195.33"
"1","182270.88"
"3","49954.79"
"3","141896.74"
"5","41782.7"
"7","46172.47"
"5","2704.09"
"3","6726.53"
"9","170764.08"
"3","45742.42"
"3","162304.59"
"7","80883.82"
"7","118508.09"
"3","69697.74"
"9","143752.77"
"5","121894.31"
"3","147055.87"
"1","172033.57"
"9","143774.06"
"10","81776.84"
"9","4470.52"
"10","135851.3"
"5","172372.63"
"3","135875.51"
"1","86013.96"
"5","79886.06"
"5","98640.15"
"9","142797.5"
"5","163221.22"
"9","12440.44"
"5","145551.6"
"10","50908.48"
"5","51112.8"
"1","174770.14"
"5","172063.09"
"9","40320.3"
"1","134260.34"
"1","164741.5"
"9","63051.32"
"1","193093.77"
"7","63405.2"
"5","106564.88"
"1","168753.34"
"5","19483.35"
"3","158646.46"
"1","83172.19"
"3","76889.79"
"3","52583.79"
"7","26848.25"
"10","10072.55"
"5","104016.61"
"9","62810.91"
"9","60830.38"
"3","77304.49"
"3","142367.72"
"3","110520.48"
"3","197322.13"
"1","172814.99"
"9","17622.82"
"9","48021.71"
"7","88958.49"
"9","116343.09"
"3","115429.32"
"5","178106.34"
"7","106457.11"
"5","159207.34"
"1","84487.62"
"3","3674.71"
"5","12092.03"
"9","41291.73"
"5","127827.18"
"1","35633.15"
"1","169386.81"
"5","22750.17"
"9","11950.29"
"9","175252.78"
"3","174303.29"
"3","82824.08"
"1","179866.01"
"9","127394.67"
"9","58961.49"
"5","152979.14"
"1","189742.78"
"9","188574.08"
"3","65864.4"
"9","125167.92"
"7","177519.39"
"1","169653.32"
"5","118372.55"
"5","16481.12"
"7","14608"
"9","81548.38"
"1","69608.48"
"9","68873.8"
"5","81102.81"
"3","81054"
"1","99503.19"
"7","10109.47"
"9","58855.85"
"1","84402.46"
"3","192434.11"
"5","60686.4"
"7","49463.44"
"1","81431.99"
"3","22909.56"
"5","65532.17"
"5","141053.85"
"10","3472.63"
"7","102083.78"
"7","23425.78"
"7","156150.08"
"5","108577.97"
"9","47247.56"
"7","184464.7"
"9","70607.1"
"9","147074.67"
"1","64375.4"
"9","28434.44"
"1","29333.01"
"3","193724.51"
"7","55753.12"
"9","181507.44"
"1","61995.57"
"5","59748.19"
"7","6656.64"
"10","37094.75"
"7","159475.08"
"9","51548.14"
"10","7861.68"
"5","178504.29"
"3","189016.14"
"7","156048.64"
"3","52876.41"
"5","19653.08"
"7","158313.87"
"9","96670.2"
"1","62163.53"
"9","191263.76"
"9","187011.96"
"1","17004.14"
"3","116331.42"
"7","22974.01"
"5","49725.16"
"9","87412.74"
"9","26136.89"
"1","126554.96"
"1","193321.3"
"9","90928.02"
"5","142977.05"
"9","114153.44"
"9","119071.56"
"9","175853.64"
"9","175795.87"
"3","15360.91"
"1","181177.9"
"1","58363.94"
"9","91514.62"
"1","76703.1"
"9","65816.53"
"5","124170.9"
"9","115441.66"
"5","141914.94"
"9","114474.98"
"3","52044.66"
"5","158735.1"
"10","56229.72"
"3","177644.52"
"3","176570.28"
"3","9452.88"
"10","192072.1"
"1","2186.83"
"9","43075.7"
"7","190430.81"
"7","138394.37"
"1","197916.43"
"5","80603.99"
"9","94450.97"
"1","143981.27"
"5","101192.08"
"9","99504.03"
"5","35321.65"
"7","78970.58"
"9","107890.69"
"5","145698.73"
"9","50046.25"
"7","60830.24"
"5","158853.98"
"1","111243.09"
"9","171014.69"
"7","170835.32"
"3","47775.34"
"5","139297.71"
"7","160948.87"
"9","118782.06"
"7","152876.13"
"9","135655.29"
"9","103970.58"
"10","18732.84"
"7","106785.7"
"9","31368.08"
"9","175969.19"
"5","10034.77"
"9","151167.94"
"3","191387.76"
"5","87351.42"
"9","153535.27"
"5","125079.65"
"1","3414.72"
"10","148256.43"
"7","122899.01"
"5","10771.46"
"3","183566.78"
"5","175224.12"
"1","7455.2"
"7","25722.28"
"9","170996.86"
"3","20603.32"
"5","141763.26"
"7","190011.85"
"5","128046.98"
"5","135662.17"
"9","23596.24"
"7","65156.83"
"3","60151.77"
"5","149097.38"
"3","35199.24"
"7","129451.29"
"7","192709.69"
"1","83629.6"
"1","15602.8"
"3","182355.21"
"5","89327.67"
"5","151903.6"
"9","77519.62"
"5","106287.77"
"9","161800.77"
"9","80582.34"
"10","185094.48"
"7","172586.89"
"9","145792.01"
"1","138510.01"
"3","168895.06"
"9","18210.36"
"9","13608.18"
"9","31231.35"
"7","14666.35"
"1","55400.17"
"9","174667.65"
"10","154189.08"
"1","88798.02"
"7","113781.99"
"3","121866.87"
"9","78858.07"
"3","125698.97"
"10","23235.38"
"7","179861.79"
"3","10486.69"
"3","56794.73"
"9","167033.83"
"7","41967.03"
"1","85412.54"
"9","23343.18"
"9","175149.2"
"9","88920.68"
"7","145560.38"
"10","137508.31"
"3","102921.17"
"5","31686.33"
"3","31728.86"
"1","149922.38"
"7","27597.59"
"10","95025.27"
"1","167035.07"
"5","29641.58"
"10","166188.28"
"5","140857.76"
"10","37024.28"
"5","27513.47"
"9","4423.63"
"1","109718.44"
"5","107243.31"
"1","41233.97"
"10","52952.24"
"9","78955.8"
"1","26025.6"
"9","147311.47"
"10","81310.1"
"3","111421.45"
"9","100950.48"
"3","120663.57"
"9","187192.23"
"10","103287.62"
"9","167538.66"
"5","102426.06"
"1","89248.99"
"3","16870.2"
"7","104786.59"
"3","94790.34"
"1","28726.07"
"3","183572.39"
"10","142587.32"
"5","177844.06"
"3","149613.77"
"10","53311.78"
"5","107665.02"
"1","53379.52"
"10","179267.94"
"7","56984.58"
"1","116912.45"
"10","102999.33"
"7","187247.56"
"1","111687.57"
"1","184182.25"
"10","126451.14"
"10","182531.74"
"3","168002.31"
"5","8643.21"
"5","172172.7"
"1","174434.06"
"3","194930.3"
"3","66238.23"
"9","131710.59"
"1","69052.87"
"5","56780.97"
"1","191849.15"
"3","91406.62"
"7","83282.21"
"9","80416.16"
"1","49492.15"
"9","35825.18"
"5","67494.23"
"1","23822.04"
"5","84238.63"
"7","72330.46"
"9","26767.85"
"9","1112.76"
"5","176680.16"
"1","152790.92"
"5","138849.06"
"7","170333.38"
"9","100240.2"
"5","64839.23"
"7","185510.34"
"7","119817.19"
"10","184654.87"
"1","8908"
"7","64490.67"
"10","154971.63"
"9","155786.39"
"7","188533.11"
"5","13411.67"
"5","15733.19"
"3","73127.61"
"1","101704.19"
"1","101986.16"
"3","157486.1"
"3","131281.28"
"7","197001.15"
"3","128881.87"
"9","85101"
"9","149822.04"
"1","135795.53"
"5","183479.12"
"9","94141.75"
"3","4092.75"
"5","109257.59"
"3","161242.99"
"3","6089.13"
"1","159777.37"
"1","188274.6"
"9","27608.12"
"9","76357.43"
"3","120158.72"
"5","122865.55"
"5","192131.77"
"5","62851.6"
"5","140941.47"
"9","56767.67"
"5","34215.58"
"3","34542.41"
"3","74838.64"
"5","111676.63"
"9","25858.68"
"3","142238.54"
"9","105890.55"
"7","194270.91"
"3","105443.47"
"5","122823.34"
"9","13181.37"
"7","140780.8"
"7","128276.95"
"5","140197.42"
"1","32462.39"
"10","162253.9"
"10","30498.7"
"5","32615.21"
"5","196142.26"
"3","16998.72"
"9","62980.96"
"7","185660.3"
"3","67234.33"
"1","70810.8"
"3","124749.08"
"7","150694.58"
"5","170487.4"
"7","4969.13"
"9","198032.93"
"3","119882.86"
"1","133102.3"
"1","193179.88"
"9","125062.02"
"9","143287.58"
"9","87236.4"
"1","88965.46"
"3","30793.61"
"3","113086.08"
"9","32574.01"
"3","104722.47"
"9","14559.62"
"3","1114.12"
"10","73470.98"
"1","91573.19"
"3","3154.95"
"7","88187.81"
"1","118855.26"
"5","125256.53"
"7","39016.43"
"3","113677.53"
"7","124607.7"
"7","113481.02"
"9","49025.79"
"10","25161.61"
"9","169719.35"
"7","145151.96"
"1","196293.76"
"7","159486.76"
"3","183893.31"
"7","146585.53"
"9","40062.29"
"1","181300.32"
"10","84136.12"
"1","125953.83"
"5","75465.41"
"7","177737.07"
"1","155639.76"
"1","162428.05"
"3","12457.76"
"7","14917.09"
"10","129984.2"
"9","194872.97"
"9","157527.6"
"5","127413"
"7","69584.3"
"9","198814.24"
"1","114092.52"
"3","115227.02"
"5","103099.22"
"7","38772.82"
"9","40257.79"
"7","103108.33"
"5","91624.11"
"3","113845.19"
"7","67607.9"
"10","124071.71"
"9","67502.12"
"7","171189.83"
"1","100335.55"
"5","96875.52"
"1","152305.47"
"10","49672.01"
"3","133997.53"
"5","50454.8"
"9","16402.11"
"1","67803.83"
"7","100601.73"
"9","98734.15"
"1","26015.8"
"9","40313.47"
"1","6935.31"
"5","66256.27"
"10","132127.69"
"7","90256.06"
"5","34827.43"
"9","22074.48"
"5","109805.17"
